id,name,category,quantity,price,market_id
d8a6a7e4-1d7f-41f6-ab13-878bed3d4f03,Jagody suszone,owoce suszone,100,7.45,54c159da-3242-442e-a21e-6f892af1786f
00027c4e-0f5e-4360-8493-710fe8245674,Jeżyny,owoce,100,6.45,54c159da-3242-442e-a21e-6f892af1786f
db801ee1-e610-4f3c-b365-bc6195bfb81c,Maliny,owoce,100,2.2,54c159da-3242-442e-a21e-6f892af1786f
c945da2f-ee04-446f-be8a-ad819d78a6d0,Mandarynki,owoce,100,3.98,54c159da-3242-442e-a21e-6f892af1786f
943dd66d-bf95-4a99-b187-d1a2101d890e,Mango,owoce,100,3.97,54c159da-3242-442e-a21e-6f892af1786f
87aa3777-cd20-471a-a6b7-64ad5f9d0353,Melon,owoce,100,5.99,54c159da-3242-442e-a21e-6f892af1786f
057a3605-9d80-409a-8f4a-863ad693ada0,Morele,owoce,100,5.23,54c159da-3242-442e-a21e-6f892af1786f
d21d7da0-29ee-4c80-b316-5e0a84a7f09c,Morele suszone,owoce suszone,100,7.92,54c159da-3242-442e-a21e-6f892af1786f
4124b27b-3efe-47fb-bf49-a3f439e62dc0,Morwa biała suszona,owoce suszone,100,3.18,54c159da-3242-442e-a21e-6f892af1786f
90a7def2-be46-49cf-ae34-981f96731931,Nektarynka,owoce,100,3.49,54c159da-3242-442e-a21e-6f892af1786f
2cde5263-34bf-44c7-8c37-a2058731ef8b,Pomarańcze,owoce,100,2.37,54c159da-3242-442e-a21e-6f892af1786f
1a7fe4a7-939f-4003-aa8b-07b01a55f126,Pomelo,owoce,100,5.56,54c159da-3242-442e-a21e-6f892af1786f
dbcec6e8-4930-4b8c-86b9-43c0caf12f92,Rodzynki suszone,owoce suszone,100,4.78,54c159da-3242-442e-a21e-6f892af1786f
e2a4bc82-39d1-45cd-ace8-a107ab92a187,Śliwki,owoce,100,6.01,54c159da-3242-442e-a21e-6f892af1786f
9570e769-0e04-4fbe-8d18-408197d55c3f,Śliwki suszone,owoce suszone,100,2.08,54c159da-3242-442e-a21e-6f892af1786f
3bdd99f5-b205-41f7-8fd9-e1ef9956ae06,Truskawki,owoce,100,7.15,54c159da-3242-442e-a21e-6f892af1786f
e60b0396-f027-4218-a005-c2dc43ff2dee,Kiwi,owoce,100,2.04,54c159da-3242-442e-a21e-6f892af1786f
56ab215d-945e-44e9-9a22-da8769723655,Papaja,owoce,100,6.25,54c159da-3242-442e-a21e-6f892af1786f
fb590d57-adc8-4987-b7f9-dba951d4a2a4,Porzeczki czarne,owoce,100,1.08,54c159da-3242-442e-a21e-6f892af1786f
4e82b0f8-fed9-4b8f-a1b0-857e570efd71,Porzeczki białe,owoce,100,2.78,54c159da-3242-442e-a21e-6f892af1786f
d28c1b0c-ef86-405a-8f47-df1959b0b92b,Porzeczki czerwone,owoce,100,7.79,54c159da-3242-442e-a21e-6f892af1786f
99ed8bae-1912-4032-9dbd-c92520bcb971,Winogrona,owoce,100,1.07,54c159da-3242-442e-a21e-6f892af1786f
aae39fde-41d8-4882-a7a2-88b8ec012993,Wiśnie,owoce,100,4.18,54c159da-3242-442e-a21e-6f892af1786f
8148f534-02e5-4d0e-a0f6-256aac2252e1,Żurawina suszona,owoce suszone,100,3.35,54c159da-3242-442e-a21e-6f892af1786f
24f48861-ccc1-4744-a7a2-1b267fa8b677,Bakłażan,warzywa,100,6.7,54c159da-3242-442e-a21e-6f892af1786f
bea5502b-3477-43a3-b2ba-bb0339842278,Bataty,warzywa,100,4.37,54c159da-3242-442e-a21e-6f892af1786f
953a4b8b-e32d-4435-ac15-7be7e5ef776f,Boćwina,warzywa,100,6.16,54c159da-3242-442e-a21e-6f892af1786f
ab380cf9-73d9-4bde-b58b-353ed60dd8fb,Bób,warzywa,100,5.68,54c159da-3242-442e-a21e-6f892af1786f
c6c3f398-dd1a-4c38-8eae-18231af1f3a6,Brokuły,warzywa,100,4.59,54c159da-3242-442e-a21e-6f892af1786f
3496a74e-ea0e-454c-b034-ac179f08b523,Burak,warzywa,100,4.66,54c159da-3242-442e-a21e-6f892af1786f
004eaef7-faea-4067-8fd4-c018f0633040,Burakotowany,warzywa,100,7.25,54c159da-3242-442e-a21e-6f892af1786f
45b711e0-b5d7-459d-b261-68849f050f28,Cebula,warzywa,100,6.24,54c159da-3242-442e-a21e-6f892af1786f
6d249658-6b26-4315-93f2-41d3ec8747c6,Ciecierzyca. nasiona suche,warzywa,100,1.05,54c159da-3242-442e-a21e-6f892af1786f
7052a015-de21-404c-9d87-64e64876fbe3,Cieciorka konserwowa,warzywa,100,5.81,54c159da-3242-442e-a21e-6f892af1786f
8dc2d05d-c8b5-4afa-99d5-3dd2ffd45983,Cukinia,warzywa,100,5.38,54c159da-3242-442e-a21e-6f892af1786f
d35e0b62-6a9b-4510-888b-61549fba3cb1,Dynia,warzywa,100,7.75,54c159da-3242-442e-a21e-6f892af1786f
ba385e79-14b3-435c-9323-3ac8007253fa,Fasola biała,warzywa,100,7.9,54c159da-3242-442e-a21e-6f892af1786f
2a677f4d-20a4-4fd7-8c24-72efc18ca792,Fasola biała konserwowa,warzywa,100,6.34,54c159da-3242-442e-a21e-6f892af1786f
0e5ca5d6-7540-49ae-a4a9-721e02faef10,Fasola czerwona konserwowa,warzywa,100,3.65,54c159da-3242-442e-a21e-6f892af1786f
a79dcc4f-98df-47b3-9202-ac6466265c4c,Fasola mung kiełki,warzywa,100,4.08,54c159da-3242-442e-a21e-6f892af1786f
e7308a5a-8921-421e-97d9-05515c256c30,Fasola szparagowa,warzywa,100,4.92,54c159da-3242-442e-a21e-6f892af1786f
52df6e9d-3b10-433a-bc6d-72050655cf64,Groch. nasiona suche,warzywa,100,2.69,54c159da-3242-442e-a21e-6f892af1786f
e1675350-5cc1-42ea-bf40-47d4fe9c1b9a,Groszek zielony,warzywa,100,5.94,54c159da-3242-442e-a21e-6f892af1786f
dcd50207-6b4e-46d6-9799-1bfd08543405,Groszek zielony konserwowy,warzywa,100,2.92,54c159da-3242-442e-a21e-6f892af1786f
6c88b093-aeb8-4888-a14e-2cb4abeb685f,Jarmuż,warzywa,100,6.61,54c159da-3242-442e-a21e-6f892af1786f
aaa7f67b-9365-4ef6-b141-5b4c8cc47792,Kabaczek,warzywa,100,4.94,54c159da-3242-442e-a21e-6f892af1786f
f7c48d50-dc42-4599-b64a-9897c67b8c8d,Kalafior,warzywa,100,4.33,54c159da-3242-442e-a21e-6f892af1786f
72137ccc-aab1-4829-8494-26f6053b2814,Kalarepa,warzywa,100,6.35,54c159da-3242-442e-a21e-6f892af1786f
fb01de24-df5c-4c7f-ab2a-6ae659f5e296,Kapusta biała,warzywa,100,7.63,54c159da-3242-442e-a21e-6f892af1786f
31a97ac7-a4a1-494f-ad04-1ae20afffeaf,Kukurydza kolby,warzywa,100,7.89,54c159da-3242-442e-a21e-6f892af1786f
a792a382-59b7-4c50-823f-6518824d29c6,Kukurydza konserwowa,warzywa,100,5.97,54c159da-3242-442e-a21e-6f892af1786f
8d031185-ecb2-481c-beb5-ee8ab5efe634,Papryka czerwona,warzywa,100,2.12,54c159da-3242-442e-a21e-6f892af1786f
29fffaa8-2289-4c07-910d-07b5e2c21646,Papryka zielona,warzywa,100,7.85,54c159da-3242-442e-a21e-6f892af1786f
fd829a19-604d-4e18-b227-7aa44710ae72,Papryka żółta,warzywa,100,4.31,54c159da-3242-442e-a21e-6f892af1786f
b827daf8-3071-4307-9a16-a0c125ff3def,Pomidor,warzywa,100,2.55,54c159da-3242-442e-a21e-6f892af1786f
3aa6012e-43c5-4dc3-9d4b-d40600bfa206,Pomidory suszone,warzywa,100,4.09,54c159da-3242-442e-a21e-6f892af1786f
defb31f8-f351-4817-bcdb-5c8151d6cac9,Pomidory suszone w oleju,warzywa,100,1.14,54c159da-3242-442e-a21e-6f892af1786f
289b1968-dc48-4d25-82a7-3ea8f1aa4a3b,Rabarbar,warzywa,100,3.64,54c159da-3242-442e-a21e-6f892af1786f
6195b7e6-0abe-4f99-bb97-e9fd9e9a9499,Rzepa,warzywa,100,3.21,54c159da-3242-442e-a21e-6f892af1786f
f86fa8a6-1a9b-4cb5-a299-ae41b377db42,Rzodkiewka,warzywa,100,2.74,54c159da-3242-442e-a21e-6f892af1786f
4f5b13f8-4e48-4332-929c-e95e03c60d16,Seler korzeniowy,warzywa,100,5.33,54c159da-3242-442e-a21e-6f892af1786f
377b5afd-27f4-457e-a4f9-cf3036c540a8,Seler naciowy,warzywa,100,5.89,54c159da-3242-442e-a21e-6f892af1786f
0f251d82-79c8-45bb-95e2-bf7d56be52d6,Soczewica czarna. nasiona suche,warzywa,100,4.73,54c159da-3242-442e-a21e-6f892af1786f
0b326100-b508-4fc7-821c-3f3bf33b8d34,Soczewica czerwona. nasiona suche,warzywa,100,3.47,54c159da-3242-442e-a21e-6f892af1786f
48a3474a-28fb-4e5f-bb6c-401fd015668e,Soczewica zielona. nasiona suche,warzywa,100,3.82,54c159da-3242-442e-a21e-6f892af1786f
f635ab49-e3d1-414c-8e37-866d6bc41168,Soczewica konserwowa,warzywa,100,1.97,54c159da-3242-442e-a21e-6f892af1786f
3f1d6603-6f45-4dc0-8f56-3cde079dea55,Soja. nasiona suche,warzywa,100,1.06,54c159da-3242-442e-a21e-6f892af1786f
797f11a5-362b-4a95-be24-fb80d4d2cd3f,Szparagi,warzywa,100,4.57,54c159da-3242-442e-a21e-6f892af1786f
f1610afe-ed7d-4b59-8953-5baaec57513b,Szpinak,warzywa,100,2.22,54c159da-3242-442e-a21e-6f892af1786f
caf2fd8f-93f9-47eb-9f27-f64751b506bd,Por,warzywa,100,6.51,54c159da-3242-442e-a21e-6f892af1786f
21d5cab6-2ef2-4b8d-8ca6-97dcb391f360,Kapusta kiszona,warzywa,100,5.45,54c159da-3242-442e-a21e-6f892af1786f
e7fb7fb6-4428-4864-ab56-06d93996af9f,Kapusta pekińska,warzywa,100,6.09,54c159da-3242-442e-a21e-6f892af1786f
fe4c85cb-83e1-4a3f-a0ca-723fc95d4d99,Sałata,warzywa,100,1.95,54c159da-3242-442e-a21e-6f892af1786f
d14e52a4-5733-4132-9dc5-bef4bfca5314,Brukselka,warzywa,100,2.39,54c159da-3242-442e-a21e-6f892af1786f
d5080189-069d-485d-8ec4-78ae9a988e47,Ogórek zielony,warzywa,100,2.45,54c159da-3242-442e-a21e-6f892af1786f
1b1dcc41-c6c8-45a0-a3ed-89c4924710bf,Ziemniak,warzywa,100,2.83,54c159da-3242-442e-a21e-6f892af1786f
bb81370b-7a91-482d-8ab2-af0b3eec4f92,Cukier,słodycze i przekąski,100,4.68,54c159da-3242-442e-a21e-6f892af1786f
f7773a41-40a0-4e10-a419-e192baec31b9,Miód pszczeli,słodycze i przekąski,100,2.31,54c159da-3242-442e-a21e-6f892af1786f
5dd87810-7e37-40f2-9dd3-b4e7260b2d70,Syrop klonowy,słodycze i przekąski,100,2.01,54c159da-3242-442e-a21e-6f892af1786f
e3c86e3d-0173-4190-847b-f3b40756d258,Czekoladaorzka,słodycze i przekąski,100,3.38,54c159da-3242-442e-a21e-6f892af1786f
8eb26824-43f5-422a-b16e-8f1ff45c9657,Wiórki kokosowe,słodycze i przekąski,100,7.05,54c159da-3242-442e-a21e-6f892af1786f
59333766-2599-42fa-99e5-67510abfe9d8,Orzechy arachidowe,orzechy i nasiona,100,3.7,54c159da-3242-442e-a21e-6f892af1786f
29ad7675-70e3-4941-b585-c69b8b2b46bc,Orzechy laskowe,orzechy i nasiona,100,4.76,54c159da-3242-442e-a21e-6f892af1786f
64cc9fed-1fac-44d7-a646-c42f49c1e00f,Orzechy włoskie,orzechy i nasiona,100,4.7,54c159da-3242-442e-a21e-6f892af1786f
a9d2a2b9-9f72-4387-a2d4-2d570e53a734,Orzechy nerkowca,orzechy i nasiona,100,3.03,54c159da-3242-442e-a21e-6f892af1786f
f6a22faf-106a-4112-89d9-6430420f5050,Orzechy pinii,orzechy i nasiona,100,2.46,54c159da-3242-442e-a21e-6f892af1786f
e72c3a9d-a5f9-48cf-abe1-7a4c8ecdbbe1,Orzechy pistacjowe,orzechy i nasiona,100,7.88,54c159da-3242-442e-a21e-6f892af1786f
3c983013-4eb8-44a4-9d90-e45ce604b80a,Migdały,orzechy i nasiona,100,1.84,54c159da-3242-442e-a21e-6f892af1786f
dc46d392-5883-40c1-a775-9529a78cb3c3,Płatki migdałowe,orzechy i nasiona,100,6.17,54c159da-3242-442e-a21e-6f892af1786f
8362be64-ff82-41de-a6ef-a5e51bd270e6,Dynia. pestki,orzechy i nasiona,100,3.42,54c159da-3242-442e-a21e-6f892af1786f
f04cba65-2ad3-45c6-bfd8-714a32fdcfaf,Słonecznik. nasiona,orzechy i nasiona,100,1.4,54c159da-3242-442e-a21e-6f892af1786f
2b262f0c-5fa6-43c2-8697-b67a2fb75be7,Amarantus nasiona,orzechy i nasiona,100,1.27,54c159da-3242-442e-a21e-6f892af1786f
ec36ac45-d286-432d-8981-34a546adc66f,Herbata bez cukru,napoje,100,2.23,54c159da-3242-442e-a21e-6f892af1786f
3119ac66-d1fe-4344-ae43-516710b07df3,Kawa bez cukru,napoje,100,2.47,54c159da-3242-442e-a21e-6f892af1786f
daf95b4f-18fb-4240-8c8a-dcce7e200e79,Sok pomidorowy,napoje,100,6.77,54c159da-3242-442e-a21e-6f892af1786f
6c881149-f048-4613-bf17-505e195fb393,Napój migdałowy,napoje,100,2.89,54c159da-3242-442e-a21e-6f892af1786f
9708bab2-8500-4ec1-9eb9-31614a2b55d8,Napój owsiany,napoje,100,2.03,54c159da-3242-442e-a21e-6f892af1786f
ae3e1b1c-f0e2-4e33-a087-6e6d8534231d,Napój ryżowy,napoje,100,2.77,54c159da-3242-442e-a21e-6f892af1786f
d2959728-e637-4d61-8e5d-2da87c9859c5,Napój sojowy,napoje,100,1.2,54c159da-3242-442e-a21e-6f892af1786f
d089239f-f087-4571-b7d0-b1d750045c5d,Jajko,nabiał,100,4.52,54c159da-3242-442e-a21e-6f892af1786f
239ebca8-c08e-4c69-ab4e-c42fa8db0b1d,Jogurt naturalny 2% tłuszczu,nabiał,100,7.45,54c159da-3242-442e-a21e-6f892af1786f
b3873e0b-a6c8-47d9-a66b-c713473d9c86,Jogurt naturalny bez laktozy,nabiał,100,6.45,54c159da-3242-442e-a21e-6f892af1786f
61cb565d-ff35-484f-bbaa-d7f90df95bf8,Jogurt naturalny typureckiego,nabiał,100,2.2,54c159da-3242-442e-a21e-6f892af1786f
f82df501-10e8-4538-b885-dd4ddb9ca463,Jogurt kokosowy,nabiał,100,3.98,54c159da-3242-442e-a21e-6f892af1786f
883bb9cf-878a-4474-8db6-322f8a0c88f9,Mleko 2% tłuszczu,nabiał,100,3.97,54c159da-3242-442e-a21e-6f892af1786f
2e22f81b-ac79-4528-9fb4-4c5947931b4c,Mleko bezlaktozowe,nabiał,100,5.99,54c159da-3242-442e-a21e-6f892af1786f
f3f3c679-098c-4dc0-bba5-feee1497db2c,Mleko kokosowe (napój),nabiał,100,5.23,54c159da-3242-442e-a21e-6f892af1786f
ac83a124-db45-425f-88e5-b4953f60c8be,Mleko kozie,nabiał,100,7.92,54c159da-3242-442e-a21e-6f892af1786f
9832fe65-7f2a-4630-83c5-09f843349d30,Kefir 2 % tłuszczu,nabiał,100,3.18,54c159da-3242-442e-a21e-6f892af1786f
40ba41d1-0e98-4767-82d6-57d471dd8412,Serek twarogowy chudy,nabiał,100,3.49,54c159da-3242-442e-a21e-6f892af1786f
92463880-3d97-4418-9048-81a1e5e3006e,Serek twarogowy półtłusty,nabiał,100,2.37,54c159da-3242-442e-a21e-6f892af1786f
43644a5b-846a-417c-b214-259e96730492,Serek twarogowy bez laktozy,nabiał,100,5.56,54c159da-3242-442e-a21e-6f892af1786f
252d5935-4524-4c05-8402-e37cb4ab9cc7,Serek homogenizowany chudy,nabiał,100,4.78,54c159da-3242-442e-a21e-6f892af1786f
9b4c0116-f96a-4e6c-b360-5edddedf6bf4,Serek ziarnisty,nabiał,100,6.01,54c159da-3242-442e-a21e-6f892af1786f
09f45a5e-2fbe-49ba-975c-54119218c30c,Ser żółty,nabiał,100,2.08,54c159da-3242-442e-a21e-6f892af1786f
afd3369e-5dfa-4587-9433-7b5427a8af69,Śmietana 12 % tłuszczu,nabiał,100,7.15,54c159da-3242-442e-a21e-6f892af1786f
6c318db9-6553-46be-868e-f179f29aec7d,Śmietana 18 % tłuszczu,nabiał,100,2.04,54c159da-3242-442e-a21e-6f892af1786f
9eb63e91-a5ea-4411-a27d-e57b89138a3e,Dorsz,ryby i drób,100,6.25,54c159da-3242-442e-a21e-6f892af1786f
b660da65-b7d4-4d34-ae49-b096a2bf3308,Halibut,ryby i drób,100,1.08,54c159da-3242-442e-a21e-6f892af1786f
9deba037-c142-4785-8cfa-f30b64963491,Karp,ryby i drób,100,2.78,54c159da-3242-442e-a21e-6f892af1786f
0c3c48ad-b342-401c-a630-36e0d2846348,Krewetki,ryby i drób,100,7.79,54c159da-3242-442e-a21e-6f892af1786f
91b38ac7-e758-4b56-9888-913763c4c192,Makrela świeża,ryby i drób,100,1.07,54c159da-3242-442e-a21e-6f892af1786f
b96b0750-fc4a-4ee4-8a53-64c0873a1fde,Śledż świeży,ryby i drób,100,4.18,54c159da-3242-442e-a21e-6f892af1786f
7fe49869-087a-4b7a-8859-5d6d321f9b93,Pierś indyka,ryby i drób,100,3.35,54c159da-3242-442e-a21e-6f892af1786f
e75e2269-f98a-4e46-af35-902729764389,Uda indyka,ryby i drób,100,6.7,54c159da-3242-442e-a21e-6f892af1786f
38cbaf3a-049e-4975-8735-2b2722efa689,Pierś kurczaka,ryby i drób,100,4.37,54c159da-3242-442e-a21e-6f892af1786f
0dbf7eab-98df-48d4-9cc6-a7041c70e503,Uda Kurczaka,ryby i drób,100,6.16,54c159da-3242-442e-a21e-6f892af1786f
392f3425-c8dc-4745-b93e-73ee27e1f93a,Wątróbka kurczaka,ryby i drób,100,5.68,54c159da-3242-442e-a21e-6f892af1786f
af5d03c8-38ed-499a-99ae-0de7ee33acb9,Szynka dojrzewająca,mięso i wędliny,100,4.59,54c159da-3242-442e-a21e-6f892af1786f
74733cb1-63c8-414f-9c02-954699c2882b,Polędwica z indyka,mięso i wędliny,100,4.66,54c159da-3242-442e-a21e-6f892af1786f
da9f691b-38c5-4def-b180-dc6c42783498,Szynka z piersi kurczaka,mięso i wędliny,100,7.25,54c159da-3242-442e-a21e-6f892af1786f
8baeb7d0-371b-492f-aa40-e34a63b53ef6,Wołowina polędwica,mięso i wędliny,100,6.24,54c159da-3242-442e-a21e-6f892af1786f
6660b602-fa6c-4271-b26a-3d6dddcc70e7,Margaryna,tłuszcze,100,1.05,54c159da-3242-442e-a21e-6f892af1786f
f931aed0-04b6-44fd-a24e-21db91bfb837,Masło ekstra,tłuszcze,100,5.81,54c159da-3242-442e-a21e-6f892af1786f
a875621e-dbc7-4c91-be01-31ff96a4fdd9,Masło orzechowe,tłuszcze,100,5.38,54c159da-3242-442e-a21e-6f892af1786f
faadaa2b-b424-4606-8098-4b1de4ced371,Oleje roślinne,tłuszcze,100,7.75,54c159da-3242-442e-a21e-6f892af1786f
c2ed7600-16d1-4e07-b964-e5c84a79aa3e,Bagietka pełnoziarnista,przetwory zbożowe,100,7.9,54c159da-3242-442e-a21e-6f892af1786f
148eb60c-ff49-40da-984b-bcacb32cf91a,Bułka bezglutenowa wieloziarnista,przetwory zbożowe,100,6.34,54c159da-3242-442e-a21e-6f892af1786f
5f065e33-dbd4-46c7-a7e2-e7d2ce36fa50,Bułka grahamka,przetwory zbożowe,100,3.65,54c159da-3242-442e-a21e-6f892af1786f
c47d4fd4-49a8-4837-8c21-b1d6f761c516,Bułka tarta,przetwory zbożowe,100,4.08,54c159da-3242-442e-a21e-6f892af1786f
b9d831a3-1c84-4da6-a0fd-88ede4af6279,Chleb bezglutenowy wieloziarnisty,przetwory zbożowe,100,4.92,54c159da-3242-442e-a21e-6f892af1786f
8fee311e-4cc8-4aa7-9b42-a775a2c1e36b,Chleb chrupki,przetwory zbożowe,100,2.69,54c159da-3242-442e-a21e-6f892af1786f
8db77233-77cc-497b-8daa-8ec5df89f6e9,Chlebraham,przetwory zbożowe,100,5.94,54c159da-3242-442e-a21e-6f892af1786f
e848906e-b6f8-475c-8b42-99a45e708bd4,Chleb żytni pełnoziarnisty,przetwory zbożowe,100,2.92,54c159da-3242-442e-a21e-6f892af1786f
6080d7a8-9da2-4b8c-9487-83ec2fede2a1,Chleb żytni razowy,przetwory zbożowe,100,6.61,54c159da-3242-442e-a21e-6f892af1786f
2c5da6ab-809f-498d-b46a-d8c4c2cc95b8,Pumpernikiel,przetwory zbożowe,100,4.94,54c159da-3242-442e-a21e-6f892af1786f
ba42d8e4-9bf5-405d-b184-14c91f6fac0b,Kasza bulgur,przetwory zbożowe,100,4.33,54c159da-3242-442e-a21e-6f892af1786f
626c707c-4bfd-4222-94ba-76f13af9cdfb,Kaszaryczana,przetwory zbożowe,100,6.35,54c159da-3242-442e-a21e-6f892af1786f
6855bf31-8ce3-4211-8ff9-93764c099df6,Kasza jaglana,przetwory zbożowe,100,7.63,54c159da-3242-442e-a21e-6f892af1786f
6514a0d4-05f7-48be-9ad9-c61857940304,Kasza jęczmienna pęczak,przetwory zbożowe,100,7.89,54c159da-3242-442e-a21e-6f892af1786f
5108cb08-6d0d-4336-a170-68a7d4a02c3d,Kasza kukurydziana,przetwory zbożowe,100,5.97,54c159da-3242-442e-a21e-6f892af1786f
90ece5c2-4b23-4de2-b579-402eac1d66e4,Kasza manna,przetwory zbożowe,100,2.12,54c159da-3242-442e-a21e-6f892af1786f
0967c1d4-8de8-4fbb-9b6f-b6e3b997dd58,Kasza orkiszowa,przetwory zbożowe,100,7.85,54c159da-3242-442e-a21e-6f892af1786f
cd8f0901-0638-4f3a-8351-fb898803fd92,Kasza owsiana,przetwory zbożowe,100,4.31,54c159da-3242-442e-a21e-6f892af1786f
9dc28f0e-a506-4d10-b0e0-ad381535b003,Komosa ryżowa (quinoa),przetwory zbożowe,100,2.55,54c159da-3242-442e-a21e-6f892af1786f
6203897d-6078-4c31-9c27-774bd569e117,Komosa ryżowa ekspandowana,przetwory zbożowe,100,4.09,54c159da-3242-442e-a21e-6f892af1786f
58356915-c869-4822-a622-ace5beda696a,Ryż basmati,przetwory zbożowe,100,1.14,54c159da-3242-442e-a21e-6f892af1786f
255ef7bf-ed5a-4cf7-8994-2dc4883acc72,Ryż brązowy,przetwory zbożowe,100,3.64,54c159da-3242-442e-a21e-6f892af1786f
d6971771-0ac5-47a6-985e-63cb078f0d64,Ryż czerwony,przetwory zbożowe,100,3.21,54c159da-3242-442e-a21e-6f892af1786f
45b79ad6-1c98-4efa-ab5e-7eef4184d077,Ryż dziki,przetwory zbożowe,100,2.74,54c159da-3242-442e-a21e-6f892af1786f
301a66a1-9c38-4ecd-8462-ae2db6797db4,Makaron bezglutenowy penne,przetwory zbożowe,100,5.33,54c159da-3242-442e-a21e-6f892af1786f
3e0acbd9-d343-4ff9-b087-e06f0be78e1f,Makaron lasagne pełnoziarnisty,przetwory zbożowe,100,5.89,54c159da-3242-442e-a21e-6f892af1786f
1178c556-a31d-42df-a6a7-72579744b6c5,Makaron pełnoziarnisty penne,przetwory zbożowe,100,4.73,54c159da-3242-442e-a21e-6f892af1786f
4a0b32d0-ca10-4a80-ad11-d1c42de4b6bf,Makaron pełnoziarnisty świderki,przetwory zbożowe,100,3.47,54c159da-3242-442e-a21e-6f892af1786f
81b20668-16e4-4182-9b16-3a48889739c5,Makaron ryżowy,przetwory zbożowe,100,3.82,54c159da-3242-442e-a21e-6f892af1786f
bba2b7ad-a5fa-4dc7-9c97-a0adcf3932ed,Makaron spaghetti pełnoziarnisty,przetwory zbożowe,100,1.97,54c159da-3242-442e-a21e-6f892af1786f
e0ebb2be-bfd6-4e8e-be82-0180ac802ba9,Makaron z fasoli mung,przetwory zbożowe,100,1.06,54c159da-3242-442e-a21e-6f892af1786f
0e568791-911d-4c71-94ab-0c1b089fbcb1,Mąka jaglana,przetwory zbożowe,100,4.57,54c159da-3242-442e-a21e-6f892af1786f
8c2602cb-f174-472b-8ec8-e28b27edef29,Mąka kokosowa odtłuszczona,przetwory zbożowe,100,2.22,54c159da-3242-442e-a21e-6f892af1786f
0f789b46-97e1-42be-a83a-35cb703e0fbb,Mąka kukurydziana,przetwory zbożowe,100,6.51,54c159da-3242-442e-a21e-6f892af1786f
e11b6b49-e999-4075-a57b-3feba0bfc141,Mąka owsiana,przetwory zbożowe,100,5.45,54c159da-3242-442e-a21e-6f892af1786f
87dab7f8-602f-47c0-b42c-cd53c790bb31,Mąka pszenna typ 1850,przetwory zbożowe,100,6.09,54c159da-3242-442e-a21e-6f892af1786f
ca9d2d57-8747-42e3-9f87-30be1494264d,Mąka ryżowa,przetwory zbożowe,100,1.95,54c159da-3242-442e-a21e-6f892af1786f
4aee6503-c009-42a7-8a00-f3d0c84a88c3,Mąka sojowa,przetwory zbożowe,100,2.39,54c159da-3242-442e-a21e-6f892af1786f
98428b35-b66f-4aba-bd88-826c9446e53c,Mąka z ciecierzycy,przetwory zbożowe,100,2.45,54c159da-3242-442e-a21e-6f892af1786f
b4ede937-3c08-4019-aa12-9362d83211f7,Mąka z komosy ryżowej (quinoa),przetwory zbożowe,100,2.83,54c159da-3242-442e-a21e-6f892af1786f
a73fbb59-d7ea-4850-a5cc-e8262d380535,Mąka z nasion amarantusa,przetwory zbożowe,100,4.68,54c159da-3242-442e-a21e-6f892af1786f
e060557c-aca1-4886-82fd-fb08c63712a5,Mąka żytnia typ 2000,przetwory zbożowe,100,2.31,54c159da-3242-442e-a21e-6f892af1786f
